output_prefix	name	motif_id	cluster	total_tfbs	MG_mean_score	MG_bound	OPC_mean_score	OPC_bound	MG_OPC_change	MG_OPC_pvalue	MG_OPC_highlighted
STAT4_HUMAN.H11MO.0.A_STAT4_HUMAN.H11MO.0.A	STAT4_HUMAN.H11MO.0.A	STAT4_HUMAN.H11MO.0.A	C_STAT4_HUMAN.H11MO.0.A	67235	0.1032	5095	0.10638	4779	0.03416	2.04444E-98	False
STAT6_HUMAN.H11MO.0.B_STAT6_HUMAN.H11MO.0.B	STAT6_HUMAN.H11MO.0.B	STAT6_HUMAN.H11MO.0.B	C_STAT6_HUMAN.H11MO.0.B	68021	0.0995	4903	0.09899	4411	0.06778	4.63610E-125	False
STF1_HUMAN.H11MO.0.B_STF1_HUMAN.H11MO.0.B	STF1_HUMAN.H11MO.0.B	STF1_HUMAN.H11MO.0.B	C_STF1_HUMAN.H11MO.0.B	67613	0.11511	5863	0.11718	5728	0.06342	6.76428E-126	False
SUH_HUMAN.H11MO.0.A_SUH_HUMAN.H11MO.0.A	SUH_HUMAN.H11MO.0.A	SUH_HUMAN.H11MO.0.A	C_SUH_HUMAN.H11MO.0.A	87722	0.13755	9498	0.16369	11529	-0.05168	5.83119E-120	False
TAF1_HUMAN.H11MO.0.A_TAF1_HUMAN.H11MO.0.A	TAF1_HUMAN.H11MO.0.A	TAF1_HUMAN.H11MO.0.A	C_TAF1_HUMAN.H11MO.0.A	158109	0.21394	29154	0.24843	35491	-0.02297	2.03346E-99	False
TAL1_HUMAN.H11MO.0.A_TAL1_HUMAN.H11MO.0.A	TAL1_HUMAN.H11MO.0.A	TAL1_HUMAN.H11MO.0.A	C_GATA2_HUMAN.H11MO.0.A	28739	0.09931	1941	0.09955	1829	0.07232	4.11626E-111	False
TBP_HUMAN.H11MO.0.A_TBP_HUMAN.H11MO.0.A	TBP_HUMAN.H11MO.0.A	TBP_HUMAN.H11MO.0.A	C_TBP_HUMAN.H11MO.0.A	36691	0.07723	1671	0.08066	1552	0.03886	2.62248E-89	False
TBX21_HUMAN.H11MO.0.A_TBX21_HUMAN.H11MO.0.A	TBX21_HUMAN.H11MO.0.A	TBX21_HUMAN.H11MO.0.A	C_TBX21_HUMAN.H11MO.0.A	91717	0.12923	9212	0.13974	9788	0.02694	1.56266E-96	False
TBX3_HUMAN.H11MO.0.C_TBX3_HUMAN.H11MO.0.C	TBX3_HUMAN.H11MO.0.C	TBX3_HUMAN.H11MO.0.C	C_TBX3_HUMAN.H11MO.0.C	88924	0.11886	7828	0.13136	8859	0.03528	1.18495E-98	False
TCF7_HUMAN.H11MO.0.A_TCF7_HUMAN.H11MO.0.A	TCF7_HUMAN.H11MO.0.A	TCF7_HUMAN.H11MO.0.A	C_TCF7_HUMAN.H11MO.0.A	69079	0.08132	3748	0.08827	3691	0.01695	5.30014E-64	False
TEAD1_HUMAN.H11MO.0.A_TEAD1_HUMAN.H11MO.0.A	TEAD1_HUMAN.H11MO.0.A	TEAD1_HUMAN.H11MO.0.A	C_TEAD1_HUMAN.H11MO.0.A	50599	0.07886	2531	0.10288	3417	-0.07898	2.03857E-126	False
TEAD4_HUMAN.H11MO.0.A_TEAD4_HUMAN.H11MO.0.A	TEAD4_HUMAN.H11MO.0.A	TEAD4_HUMAN.H11MO.0.A	C_TEAD1_HUMAN.H11MO.0.A	50387	0.07416	2237	0.09611	3041	-0.06866	5.99944E-122	False
TF65_HUMAN.H11MO.0.A_TF65_HUMAN.H11MO.0.A	TF65_HUMAN.H11MO.0.A	TF65_HUMAN.H11MO.0.A	C_TF65_HUMAN.H11MO.0.A	47932	0.12006	4450	0.1149	3969	0.08675	1.10674E-131	False
TF7L1_HUMAN.H11MO.0.B_TF7L1_HUMAN.H11MO.0.B	TF7L1_HUMAN.H11MO.0.B	TF7L1_HUMAN.H11MO.0.B	C_TCF7_HUMAN.H11MO.0.A	57552	0.07569	2824	0.0875	2983	-0.01551	5.56903E-54	False
TF7L2_HUMAN.H11MO.0.A_TF7L2_HUMAN.H11MO.0.A	TF7L2_HUMAN.H11MO.0.A	TF7L2_HUMAN.H11MO.0.A	C_TCF7_HUMAN.H11MO.0.A	52209	0.08414	2993	0.09855	3332	-0.02224	1.18575E-74	False
TFAP4_HUMAN.H11MO.0.A_TFAP4_HUMAN.H11MO.0.A	TFAP4_HUMAN.H11MO.0.A	TFAP4_HUMAN.H11MO.0.A	C_HTF4_HUMAN.H11MO.0.A	74730	0.10993	6620	0.14903	8819	-0.14638	3.07704E-157	False
TFDP1_HUMAN.H11MO.0.C_TFDP1_HUMAN.H11MO.0.C	TFDP1_HUMAN.H11MO.0.C	TFDP1_HUMAN.H11MO.0.C	C_E2F7_HUMAN.H11MO.0.B	123098	0.27472	28108	0.3309	34902	-0.13121	6.29495E-163	False
TFE2_HUMAN.H11MO.0.A_TFE2_HUMAN.H11MO.0.A	TFE2_HUMAN.H11MO.0.A	TFE2_HUMAN.H11MO.0.A	C_ASCL1_HUMAN.H11MO.0.A	93013	0.10719	7793	0.15967	12134	-0.20871	1.54129E-179	True
TFE3_HUMAN.H11MO.0.B_TFE3_HUMAN.H11MO.0.B	TFE3_HUMAN.H11MO.0.B	TFE3_HUMAN.H11MO.0.B	C_USF2_HUMAN.H11MO.0.A	23967	0.2074	3907	0.17684	2981	0.23704	1.90890E-158	False
TFEB_HUMAN.H11MO.0.C_TFEB_HUMAN.H11MO.0.C	TFEB_HUMAN.H11MO.0.C	TFEB_HUMAN.H11MO.0.C	C_TFEB_HUMAN.H11MO.0.C	10248	0.27122	2090	0.2725	1978	0.10619	6.05232E-102	False
TGIF1_HUMAN.H11MO.0.A_TGIF1_HUMAN.H11MO.0.A	TGIF1_HUMAN.H11MO.0.A	TGIF1_HUMAN.H11MO.0.A	C_TGIF1_HUMAN.H11MO.0.A	30210	0.11707	2673	0.13434	2948	-0.03161	4.12927E-77	False
THA11_HUMAN.H11MO.0.B_THA11_HUMAN.H11MO.0.B	THA11_HUMAN.H11MO.0.B	THA11_HUMAN.H11MO.0.B	C_ZNF76_HUMAN.H11MO.0.C	57059	0.1755	6994	0.18536	7251	0.04219	2.48230E-98	False
THAP1_HUMAN.H11MO.0.C_THAP1_HUMAN.H11MO.0.C	THAP1_HUMAN.H11MO.0.C	THAP1_HUMAN.H11MO.0.C	C_THAP1_HUMAN.H11MO.0.C	173138	0.28191	43528	0.36067	59303	-0.24388	3.63494E-199	True
THA_HUMAN.H11MO.0.C_THA_HUMAN.H11MO.0.C	THA_HUMAN.H11MO.0.C	THA_HUMAN.H11MO.0.C	C_THA_HUMAN.H11MO.0.C	56467	0.12057	5119	0.11284	4530	0.13438	5.99958E-153	False
THB_HUMAN.H11MO.0.C_THB_HUMAN.H11MO.0.C	THB_HUMAN.H11MO.0.C	THB_HUMAN.H11MO.0.C	C_THB_HUMAN.H11MO.0.C	56640	0.13358	5819	0.12906	5567	0.1191	6.09453E-142	False
TWST1_HUMAN.H11MO.0.A_TWST1_HUMAN.H11MO.0.A	TWST1_HUMAN.H11MO.0.A	TWST1_HUMAN.H11MO.0.A	C_TWST1_HUMAN.H11MO.0.A	54169	0.07324	2512	0.0864	2735	-0.03513	3.88340E-96	False
TYY1_HUMAN.H11MO.0.A_TYY1_HUMAN.H11MO.0.A	TYY1_HUMAN.H11MO.0.A	TYY1_HUMAN.H11MO.0.A	C_TYY1_HUMAN.H11MO.0.A	34871	0.18761	5295	0.20643	5898	-0.00379	3.11384E-11	False
USF1_HUMAN.H11MO.0.A_USF1_HUMAN.H11MO.0.A	USF1_HUMAN.H11MO.0.A	USF1_HUMAN.H11MO.0.A	C_USF2_HUMAN.H11MO.0.A	27661	0.21605	4760	0.18835	3793	0.21976	8.04256E-159	False
USF2_HUMAN.H11MO.0.A_USF2_HUMAN.H11MO.0.A	USF2_HUMAN.H11MO.0.A	USF2_HUMAN.H11MO.0.A	C_USF2_HUMAN.H11MO.0.A	32491	0.23777	6304	0.22553	5683	0.14447	1.35290E-138	False
VDR_HUMAN.H11MO.0.A_VDR_HUMAN.H11MO.0.A	VDR_HUMAN.H11MO.0.A	VDR_HUMAN.H11MO.0.A	C_VDR_HUMAN.H11MO.0.A	57838	0.13982	6387	0.14626	6647	0.04854	4.66075E-106	False
VEZF1_HUMAN.H11MO.0.C_VEZF1_HUMAN.H11MO.0.C	VEZF1_HUMAN.H11MO.0.C	VEZF1_HUMAN.H11MO.0.C	C_MAZ_HUMAN.H11MO.0.A	332038	0.17656	48306	0.20416	57481	-0.01983	7.27484E-110	False
WT1_HUMAN.H11MO.0.C_WT1_HUMAN.H11MO.0.C	WT1_HUMAN.H11MO.0.C	WT1_HUMAN.H11MO.0.C	C_MAZ_HUMAN.H11MO.0.A	315358	0.21706	57805	0.26265	72963	-0.09213	4.43548E-171	False
Z324A_HUMAN.H11MO.0.C_Z324A_HUMAN.H11MO.0.C	Z324A_HUMAN.H11MO.0.C	Z324A_HUMAN.H11MO.0.C	C_Z324A_HUMAN.H11MO.0.C	109319	0.14079	12178	0.16571	14756	-0.01856	3.20918E-79	False
Z354A_HUMAN.H11MO.0.C_Z354A_HUMAN.H11MO.0.C	Z354A_HUMAN.H11MO.0.C	Z354A_HUMAN.H11MO.0.C	C_Z354A_HUMAN.H11MO.0.C	107586	0.06813	4094	0.06683	3422	0.07874	1.50427E-147	False
ZBT14_HUMAN.H11MO.0.C_ZBT14_HUMAN.H11MO.0.C	ZBT14_HUMAN.H11MO.0.C	ZBT14_HUMAN.H11MO.0.C	C_ZBT14_HUMAN.H11MO.0.C	27746	0.36682	8716	0.4912	12626	-0.38261	1.55431E-177	True
ZBT17_HUMAN.H11MO.0.A_ZBT17_HUMAN.H11MO.0.A	ZBT17_HUMAN.H11MO.0.A	ZBT17_HUMAN.H11MO.0.A	C_MAZ_HUMAN.H11MO.0.A	309575	0.17931	45176	0.20799	53786	-0.02236	2.95975E-109	False
ZBT18_HUMAN.H11MO.0.C_ZBT18_HUMAN.H11MO.0.C	ZBT18_HUMAN.H11MO.0.C	ZBT18_HUMAN.H11MO.0.C	C_ZBT18_HUMAN.H11MO.0.C	73826	0.10797	6265	0.14542	8566	-0.13185	4.58816E-155	False
ZBT48_HUMAN.H11MO.0.C_ZBT48_HUMAN.H11MO.0.C	ZBT48_HUMAN.H11MO.0.C	ZBT48_HUMAN.H11MO.0.C	C_ZBT48_HUMAN.H11MO.0.C	49090	0.1363	5101	0.15924	6082	-0.04709	1.47690E-99	False
ZBT7A_HUMAN.H11MO.0.A_ZBT7A_HUMAN.H11MO.0.A	ZBT7A_HUMAN.H11MO.0.A	ZBT7A_HUMAN.H11MO.0.A	C_ZBT7A_HUMAN.H11MO.0.A	61071	0.17261	8569	0.24585	13361	-0.2436	4.27533E-173	True
ZBTB6_HUMAN.H11MO.0.C_ZBTB6_HUMAN.H11MO.0.C	ZBTB6_HUMAN.H11MO.0.C	ZBTB6_HUMAN.H11MO.0.C	C_ZBTB6_HUMAN.H11MO.0.C	80266	0.15301	10038	0.18337	12619	-0.04718	2.19238E-109	False
ZEB1_HUMAN.H11MO.0.A_ZEB1_HUMAN.H11MO.0.A	ZEB1_HUMAN.H11MO.0.A	ZEB1_HUMAN.H11MO.0.A	C_ZEB1_HUMAN.H11MO.0.A	48741	0.10105	3255	0.10645	3545	0.06617	1.83434E-118	False
ZFP28_HUMAN.H11MO.0.C_ZFP28_HUMAN.H11MO.0.C	ZFP28_HUMAN.H11MO.0.C	ZFP28_HUMAN.H11MO.0.C	C_ZFP28_HUMAN.H11MO.0.C	172655	0.08796	10369	0.0706	6603	0.17339	1.84736E-188	False
ZFP42_HUMAN.H11MO.0.A_ZFP42_HUMAN.H11MO.0.A	ZFP42_HUMAN.H11MO.0.A	ZFP42_HUMAN.H11MO.0.A	C_TYY1_HUMAN.H11MO.0.A	45651	0.14866	5344	0.16993	6058	-0.03778	1.17594E-89	False
ZFP82_HUMAN.H11MO.0.C_ZFP82_HUMAN.H11MO.0.C	ZFP82_HUMAN.H11MO.0.C	ZFP82_HUMAN.H11MO.0.C	C_ZFP82_HUMAN.H11MO.0.C	154428	0.09105	9689	0.08089	7492	0.13584	7.95190E-172	False
ZFX_HUMAN.H11MO.0.A_ZFX_HUMAN.H11MO.0.A	ZFX_HUMAN.H11MO.0.A	ZFX_HUMAN.H11MO.0.A	C_ZFX_HUMAN.H11MO.0.A	82463	0.19967	13854	0.22719	16085	-0.03838	8.80656E-102	False
ZIC1_HUMAN.H11MO.0.B_ZIC1_HUMAN.H11MO.0.B	ZIC1_HUMAN.H11MO.0.B	ZIC1_HUMAN.H11MO.0.B	C_ZIC1_HUMAN.H11MO.0.B	102771	0.16436	13778	0.20131	17292	-0.07644	1.11845E-140	False
ZIC3_HUMAN.H11MO.0.B_ZIC3_HUMAN.H11MO.0.B	ZIC3_HUMAN.H11MO.0.B	ZIC3_HUMAN.H11MO.0.B	C_ZIC3_HUMAN.H11MO.0.B	101307	0.1332	10926	0.15535	12840	-0.04528	1.56139E-119	False
ZIM3_HUMAN.H11MO.0.C_ZIM3_HUMAN.H11MO.0.C	ZIM3_HUMAN.H11MO.0.C	ZIM3_HUMAN.H11MO.0.C	C_ZIM3_HUMAN.H11MO.0.C	98132	0.08768	6073	0.08304	4933	0.0831	1.68146E-144	False
ZKSC1_HUMAN.H11MO.0.B_ZKSC1_HUMAN.H11MO.0.B	ZKSC1_HUMAN.H11MO.0.B	ZKSC1_HUMAN.H11MO.0.B	C_ZKSC1_HUMAN.H11MO.0.B	43835	0.10349	3277	0.11631	3649	-0.00249	1.01428E-04	False
ZN121_HUMAN.H11MO.0.C_ZN121_HUMAN.H11MO.0.C	ZN121_HUMAN.H11MO.0.C	ZN121_HUMAN.H11MO.0.C	C_ZN121_HUMAN.H11MO.0.C	82094	0.12668	7644	0.12947	8161	0.1134	3.78463E-151	False
ZN134_HUMAN.H11MO.0.C_ZN134_HUMAN.H11MO.0.C	ZN134_HUMAN.H11MO.0.C	ZN134_HUMAN.H11MO.0.C	C_ZN134_HUMAN.H11MO.0.C	46025	0.13532	4785	0.15147	5285	-0.00022	7.35368E-02	False
ZN136_HUMAN.H11MO.0.C_ZN136_HUMAN.H11MO.0.C	ZN136_HUMAN.H11MO.0.C	ZN136_HUMAN.H11MO.0.C	C_ZN136_HUMAN.H11MO.0.C	40936	0.07717	1921	0.08749	2095	0.00451	1.83278E-13	False
ZN140_HUMAN.H11MO.0.C_ZN140_HUMAN.H11MO.0.C	ZN140_HUMAN.H11MO.0.C	ZN140_HUMAN.H11MO.0.C	C_ZN140_HUMAN.H11MO.0.C	51682	0.11278	4273	0.11048	3968	0.08478	6.25478E-127	False
ZN143_HUMAN.H11MO.0.A_ZN143_HUMAN.H11MO.0.A	ZN143_HUMAN.H11MO.0.A	ZN143_HUMAN.H11MO.0.A	C_ZNF76_HUMAN.H11MO.0.C	63302	0.17547	7822	0.18671	8206	0.04164	2.20950E-99	False
ZN214_HUMAN.H11MO.0.C_ZN214_HUMAN.H11MO.0.C	ZN214_HUMAN.H11MO.0.C	ZN214_HUMAN.H11MO.0.C	C_ZN214_HUMAN.H11MO.0.C	50241	0.08111	2719	0.08763	2602	0.01827	4.84813E-63	False
ZN250_HUMAN.H11MO.0.C_ZN250_HUMAN.H11MO.0.C	ZN250_HUMAN.H11MO.0.C	ZN250_HUMAN.H11MO.0.C	C_ZN250_HUMAN.H11MO.0.C	37330	0.07998	1895	0.08175	1774	0.05511	7.01305E-99	False
ZN257_HUMAN.H11MO.0.C_ZN257_HUMAN.H11MO.0.C	ZN257_HUMAN.H11MO.0.C	ZN257_HUMAN.H11MO.0.C	C_ZN257_HUMAN.H11MO.0.C	69035	0.12094	6363	0.12833	6654	0.04043	4.06952E-102	False
ZN260_HUMAN.H11MO.0.C_ZN260_HUMAN.H11MO.0.C	ZN260_HUMAN.H11MO.0.C	ZN260_HUMAN.H11MO.0.C	C_ZN260_HUMAN.H11MO.0.C	45515	0.06735	1726	0.0739	1802	0.02887	2.90305E-84	False
ZN263_HUMAN.H11MO.0.A_ZN263_HUMAN.H11MO.0.A	ZN263_HUMAN.H11MO.0.A	ZN263_HUMAN.H11MO.0.A	C_ZN263_HUMAN.H11MO.0.A	270187	0.17928	40016	0.20911	48493	-0.01956	2.55095E-102	False
ZN264_HUMAN.H11MO.0.C_ZN264_HUMAN.H11MO.0.C	ZN264_HUMAN.H11MO.0.C	ZN264_HUMAN.H11MO.0.C	C_ZN264_HUMAN.H11MO.0.C	38135	0.09059	2378	0.09913	2445	0.0128	1.69525E-42	False
ZN274_HUMAN.H11MO.0.A_ZN274_HUMAN.H11MO.0.A	ZN274_HUMAN.H11MO.0.A	ZN274_HUMAN.H11MO.0.A	C_ZN274_HUMAN.H11MO.0.A	61217	0.09096	3883	0.0921	3562	0.05988	1.95044E-114	False
ZN281_HUMAN.H11MO.0.A_ZN281_HUMAN.H11MO.0.A	ZN281_HUMAN.H11MO.0.A	ZN281_HUMAN.H11MO.0.A	C_MAZ_HUMAN.H11MO.0.A	252829	0.20811	43454	0.25241	54339	-0.09271	1.20885E-173	False
ZN317_HUMAN.H11MO.0.C_ZN317_HUMAN.H11MO.0.C	ZN317_HUMAN.H11MO.0.C	ZN317_HUMAN.H11MO.0.C	C_ZN317_HUMAN.H11MO.0.C	46526	0.08712	2795	0.09073	2585	0.02775	4.59897E-77	False
ZN320_HUMAN.H11MO.0.C_ZN320_HUMAN.H11MO.0.C	ZN320_HUMAN.H11MO.0.C	ZN320_HUMAN.H11MO.0.C	C_ZN320_HUMAN.H11MO.0.C	127872	0.166	17560	0.20482	22381	-0.09668	1.00026E-151	False
ZN322_HUMAN.H11MO.0.B_ZN322_HUMAN.H11MO.0.B	ZN322_HUMAN.H11MO.0.B	ZN322_HUMAN.H11MO.0.B	C_ZN322_HUMAN.H11MO.0.B	87415	0.14797	10695	0.18115	13441	-0.07958	7.10631E-142	False
ZN329_HUMAN.H11MO.0.C_ZN329_HUMAN.H11MO.0.C	ZN329_HUMAN.H11MO.0.C	ZN329_HUMAN.H11MO.0.C	C_ZN329_HUMAN.H11MO.0.C	51306	0.12823	5184	0.14562	5893	-0.01909	6.92360E-70	False
ZN331_HUMAN.H11MO.0.C_ZN331_HUMAN.H11MO.0.C	ZN331_HUMAN.H11MO.0.C	ZN331_HUMAN.H11MO.0.C	C_ZN331_HUMAN.H11MO.0.C	86397	0.14919	10661	0.17841	12781	-0.06558	2.74261E-129	False
ZN335_HUMAN.H11MO.0.A_ZN335_HUMAN.H11MO.0.A	ZN335_HUMAN.H11MO.0.A	ZN335_HUMAN.H11MO.0.A	C_ZN335_HUMAN.H11MO.0.A	98394	0.15894	13198	0.18909	16041	-0.05884	4.91257E-130	False
ZN341_HUMAN.H11MO.0.C_ZN341_HUMAN.H11MO.0.C	ZN341_HUMAN.H11MO.0.C	ZN341_HUMAN.H11MO.0.C	C_ZN341_HUMAN.H11MO.0.C	317981	0.17968	47679	0.20955	57528	-0.0273	3.13476E-122	False
ZN350_HUMAN.H11MO.0.C_ZN350_HUMAN.H11MO.0.C	ZN350_HUMAN.H11MO.0.C	ZN350_HUMAN.H11MO.0.C	C_ZN350_HUMAN.H11MO.0.C	85940	0.08401	4916	0.08984	4760	0.02614	4.70505E-93	False
ZN382_HUMAN.H11MO.0.C_ZN382_HUMAN.H11MO.0.C	ZN382_HUMAN.H11MO.0.C	ZN382_HUMAN.H11MO.0.C	C_ZN382_HUMAN.H11MO.0.C	34717	0.10179	2541	0.10669	2514	0.04333	1.02987E-88	False
ZN384_HUMAN.H11MO.0.C_ZN384_HUMAN.H11MO.0.C	ZN384_HUMAN.H11MO.0.C	ZN384_HUMAN.H11MO.0.C	C_ZN384_HUMAN.H11MO.0.C	51498	0.09318	3365	0.09898	3393	0.02547	2.66404E-74	False
ZN394_HUMAN.H11MO.0.C_ZN394_HUMAN.H11MO.0.C	ZN394_HUMAN.H11MO.0.C	ZN394_HUMAN.H11MO.0.C	C_ZN394_HUMAN.H11MO.0.C	143710	0.0816	7598	0.07677	6206	0.09873	8.45216E-165	False
ZN418_HUMAN.H11MO.0.C_ZN418_HUMAN.H11MO.0.C	ZN418_HUMAN.H11MO.0.C	ZN418_HUMAN.H11MO.0.C	C_ZN418_HUMAN.H11MO.0.C	91430	0.09889	6654	0.09949	6005	0.05595	1.84691E-123	False
ZN436_HUMAN.H11MO.0.C_ZN436_HUMAN.H11MO.0.C	ZN436_HUMAN.H11MO.0.C	ZN436_HUMAN.H11MO.0.C	C_ZN436_HUMAN.H11MO.0.C	102580	0.15082	12547	0.17467	14742	-0.02627	7.24024E-96	False
ZN449_HUMAN.H11MO.0.C_ZN449_HUMAN.H11MO.0.C	ZN449_HUMAN.H11MO.0.C	ZN449_HUMAN.H11MO.0.C	C_ZN449_HUMAN.H11MO.0.C	81168	0.16538	10717	0.19144	12713	-0.04151	1.10609E-106	False
ZN467_HUMAN.H11MO.0.C_ZN467_HUMAN.H11MO.0.C	ZN467_HUMAN.H11MO.0.C	ZN467_HUMAN.H11MO.0.C	C_MAZ_HUMAN.H11MO.0.A	334194	0.1753	48130	0.20208	57229	-0.01794	6.24056E-101	False
ZN490_HUMAN.H11MO.0.C_ZN490_HUMAN.H11MO.0.C	ZN490_HUMAN.H11MO.0.C	ZN490_HUMAN.H11MO.0.C	C_ZN490_HUMAN.H11MO.0.C	54667	0.08404	3062	0.09205	3181	0.01313	1.39257E-57	False
ZN502_HUMAN.H11MO.0.C_ZN502_HUMAN.H11MO.0.C	ZN502_HUMAN.H11MO.0.C	ZN502_HUMAN.H11MO.0.C	C_ZN502_HUMAN.H11MO.0.C	43630	0.07983	2251	0.08983	2359	0.00141	3.33678E-06	False
ZN528_HUMAN.H11MO.0.C_ZN528_HUMAN.H11MO.0.C	ZN528_HUMAN.H11MO.0.C	ZN528_HUMAN.H11MO.0.C	C_ZN528_HUMAN.H11MO.0.C	74528	0.12094	7052	0.1183	6455	0.08064	8.71156E-135	False
ZN547_HUMAN.H11MO.0.C_ZN547_HUMAN.H11MO.0.C	ZN547_HUMAN.H11MO.0.C	ZN547_HUMAN.H11MO.0.C	C_ZN547_HUMAN.H11MO.0.C	43960	0.11733	4036	0.1446	5009	-0.085	1.03328E-126	False
ZN549_HUMAN.H11MO.0.C_ZN549_HUMAN.H11MO.0.C	ZN549_HUMAN.H11MO.0.C	ZN549_HUMAN.H11MO.0.C	C_ZN549_HUMAN.H11MO.0.C	50101	0.10301	3850	0.12157	4417	-0.04363	1.26914E-97	False
ZN554_HUMAN.H11MO.0.C_ZN554_HUMAN.H11MO.0.C	ZN554_HUMAN.H11MO.0.C	ZN554_HUMAN.H11MO.0.C	C_ZN554_HUMAN.H11MO.0.C	77059	0.15714	9631	0.17208	10691	0.02764	3.25826E-90	False
ZN563_HUMAN.H11MO.0.C_ZN563_HUMAN.H11MO.0.C	ZN563_HUMAN.H11MO.0.C	ZN563_HUMAN.H11MO.0.C	C_ZN563_HUMAN.H11MO.0.C	99161	0.16064	13649	0.20726	18391	-0.14158	1.15789E-170	False
ZN582_HUMAN.H11MO.0.C_ZN582_HUMAN.H11MO.0.C	ZN582_HUMAN.H11MO.0.C	ZN582_HUMAN.H11MO.0.C	C_ZN582_HUMAN.H11MO.0.C	46216	0.09095	2914	0.10727	3252	-0.03028	9.38211E-80	False
ZN586_HUMAN.H11MO.0.C_ZN586_HUMAN.H11MO.0.C	ZN586_HUMAN.H11MO.0.C	ZN586_HUMAN.H11MO.0.C	C_ZN586_HUMAN.H11MO.0.C	96209	0.10447	7267	0.1085	7358	0.06402	3.72117E-124	False
ZN667_HUMAN.H11MO.0.C_ZN667_HUMAN.H11MO.0.C	ZN667_HUMAN.H11MO.0.C	ZN667_HUMAN.H11MO.0.C	C_ZN667_HUMAN.H11MO.0.C	68658	0.13088	7177	0.15516	8622	-0.04745	5.42566E-112	False
ZN680_HUMAN.H11MO.0.C_ZN680_HUMAN.H11MO.0.C	ZN680_HUMAN.H11MO.0.C	ZN680_HUMAN.H11MO.0.C	C_ZN680_HUMAN.H11MO.0.C	66414	0.10101	4801	0.09466	4059	0.10844	2.01671E-151	False
ZN708_HUMAN.H11MO.0.C_ZN708_HUMAN.H11MO.0.C	ZN708_HUMAN.H11MO.0.C	ZN708_HUMAN.H11MO.0.C	C_ZN708_HUMAN.H11MO.0.C	57484	0.11647	5132	0.13188	5795	-0.00855	1.75869E-35	False
ZN768_HUMAN.H11MO.0.C_ZN768_HUMAN.H11MO.0.C	ZN768_HUMAN.H11MO.0.C	ZN768_HUMAN.H11MO.0.C	C_ZN768_HUMAN.H11MO.0.C	120840	0.11986	10982	0.12565	11326	0.04809	1.56494E-128	False
ZN770_HUMAN.H11MO.0.C_ZN770_HUMAN.H11MO.0.C	ZN770_HUMAN.H11MO.0.C	ZN770_HUMAN.H11MO.0.C	C_ZN770_HUMAN.H11MO.0.C	292976	0.18168	43851	0.21376	54522	-0.02437	1.28942E-112	False
ZN816_HUMAN.H11MO.0.C_ZN816_HUMAN.H11MO.0.C	ZN816_HUMAN.H11MO.0.C	ZN816_HUMAN.H11MO.0.C	C_ZN816_HUMAN.H11MO.0.C	109379	0.14518	12933	0.16215	14300	0.0127	2.85745E-68	False
ZNF18_HUMAN.H11MO.0.C_ZNF18_HUMAN.H11MO.0.C	ZNF18_HUMAN.H11MO.0.C	ZNF18_HUMAN.H11MO.0.C	C_ZNF18_HUMAN.H11MO.0.C	49695	0.10634	3883	0.11169	4010	0.05158	2.56553E-107	False
ZNF41_HUMAN.H11MO.0.C_ZNF41_HUMAN.H11MO.0.C	ZNF41_HUMAN.H11MO.0.C	ZNF41_HUMAN.H11MO.0.C	C_ZNF41_HUMAN.H11MO.0.C	91344	0.10347	7048	0.10015	6350	0.09241	2.81196E-147	False
ZNF76_HUMAN.H11MO.0.C_ZNF76_HUMAN.H11MO.0.C	ZNF76_HUMAN.H11MO.0.C	ZNF76_HUMAN.H11MO.0.C	C_ZNF76_HUMAN.H11MO.0.C	96569	0.18077	13105	0.20605	15367	-0.01844	1.30042E-75	False
ZNF85_HUMAN.H11MO.0.C_ZNF85_HUMAN.H11MO.0.C	ZNF85_HUMAN.H11MO.0.C	ZNF85_HUMAN.H11MO.0.C	C_ZNF85_HUMAN.H11MO.0.C	59302	0.08131	3242	0.08197	2852	0.05643	1.04862E-119	False
ZNF8_HUMAN.H11MO.0.C_ZNF8_HUMAN.H11MO.0.C	ZNF8_HUMAN.H11MO.0.C	ZNF8_HUMAN.H11MO.0.C	C_ZNF8_HUMAN.H11MO.0.C	26724	0.07252	1132	0.08	1206	0.02194	5.61791E-62	False
ZSC22_HUMAN.H11MO.0.C_ZSC22_HUMAN.H11MO.0.C	ZSC22_HUMAN.H11MO.0.C	ZSC22_HUMAN.H11MO.0.C	C_ZSC22_HUMAN.H11MO.0.C	202636	0.19404	32805	0.22704	40024	-0.02087	6.07743E-97	False
ZSC31_HUMAN.H11MO.0.C_ZSC31_HUMAN.H11MO.0.C	ZSC31_HUMAN.H11MO.0.C	ZSC31_HUMAN.H11MO.0.C	C_ZSC31_HUMAN.H11MO.0.C	99934	0.15929	13232	0.18538	15772	-0.03998	2.76732E-110	False
